source	method	in_lines	out_lines	head_stripped	tail_stripped	xsystem	hsystem	mojibake	homoglyphs	sha256
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Ligo_de_Amikeco.txt	wsrc-marker	88	79	8	0	-	-	-	-	aeecb1e90cb7
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Malbonkonduta_knabo.txt	wsrc-marker	36	27	8	0	-	-	-	-	e5cba5128d69
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Malgranda_Niko_kaj_granda_Niko.txt	wsrc-marker	240	231	8	0	-	-	-	-	7820c3383e2f
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Malgranda_Tuk.txt	wsrc-marker	62	53	8	0	-	-	-	-	d57686c617bb
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Malnova_domo.txt	wsrc-marker	72	63	8	0	-	-	-	-	832b731edee4
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Malnova_strata_lanterno.txt	wsrc-marker	90	81	8	0	-	-	-	-	da10696cba76
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Monteto_de_elfoj.txt	wsrc-marker	106	97	8	0	-	-	-	-	d8f6b95f8969
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Najbaraj_familioj.txt	wsrc-marker	160	151	8	0	-	-	-	-	f14a06ffa349
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Neĝa_Reĝino.txt	wsrc-marker	435	426	8	0	-	-	-	-	0d9436a1fdad
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Ombro.txt	wsrc-marker	218	209	8	0	-	-	-	-	1e39d73d8618
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Paŝtistino_kaj_kamentubisto.txt	wsrc-marker	88	79	8	0	-	-	-	-	eeac25f6825c
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Paŝtisto_de_porkoj.txt	wsrc-marker	135	126	8	0	-	left:1	-	-	f76ce08b6692
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Persista_stana_soldato.txt	wsrc-marker	61	52	8	0	-	-	-	-	641489c01557
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Poligono.txt	wsrc-marker	38	29	8	0	-	-	-	-	747f8f39b6d5
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Reĝidino_sur_pizo.txt	wsrc-marker	26	17	8	0	-	-	-	-	948703898a15
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Rozo_de_la_tombo_de_Homero.txt	wsrc-marker	55	48	6	0	-	-	-	-	903299ccdb61
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Ruĝaj_ŝuoj.txt	wsrc-marker	94	85	8	0	-	-	-	-	40f47c7b8f5c
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Sambura_virineto.txt	wsrc-marker	140	131	8	0	-	left:1	-	-	685825115d88
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Sonorilo.txt	wsrc-marker	54	45	8	0	-	-	-	-	174497462dfb
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Sovaĝaj_cignoj.txt	wsrc-marker	68	59	8	0	-	-	-	-	928d1975263c
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Vojkamarado.txt	wsrc-marker	187	178	8	0	-	-	-	-	abd3a0e370d7
wsrc-Fabeloj_de_Andersen_(Zamenhof)_Ĝardeno_de_la_paradizo.txt	wsrc-marker	196	187	8	0	-	-	-	-	6ae66eafd6eb
wsrc-Fundamenta_Krestomatio_(1903)_Al_la_fratoj.txt	wsrc-marker	133	125	7	0	-	-	-	-	4a0f1b80e031
wsrc-Fundamenta_Krestomatio_(1903)_Al_la_historio_de_la_provoj_de_lingvoj_tutmondaj_de_Leibnitz_ĝis_la_nuna_tempo.txt	wsrc-marker	68	60	7	0	left:1	left:42	-	-	bb690f379bd4
wsrc-Fundamenta_Krestomatio_(1903)_Al_la_memoro_de_Józef_Wasniewski.txt	wsrc-marker	107	99	7	0	-	-	-	-	9726fc1cbcc0
wsrc-Fundamenta_Krestomatio_(1903)_Al_la_reĝo.txt	wsrc-marker	43	35	7	0	-	-	-	-	6b8bdfa8bfc4
wsrc-Fundamenta_Krestomatio_(1903)_Alaŭdeto.txt	wsrc-marker	44	36	7	0	-	-	-	-	e375260d2ae5
wsrc-Fundamenta_Krestomatio_(1903)_Aleksandro_Macedona.txt	wsrc-marker	68	59	8	0	-	-	-	-	3791e75d0bd7
wsrc-Fundamenta_Krestomatio_(1903)_El_la_unua_libro_de_la_lingvo_Esperanto.txt	wsrc-marker	151	143	7	0	-	left:4	-	-	001bd1aa9b04
wsrc-Fundamento_de_Esperanto.txt	wsrc-fallback	62	61	1	0	-	left:1	-	-	86cc37b45aed
wsrc-Fundamento_de_Esperanto_Antaŭparolo.txt	wsrc-marker	42	33	8	0	-	-	-	-	e702cd8b8d01
wsrc-Fundamento_de_Esperanto_Ekzercaro.txt	wsrc-marker	1724	1715	8	0	left:14	unsound:442	-	2	1eac051d1ff1
wsrc-Fundamento_de_Esperanto_Grammar.txt	wsrc-fallback	194	193	0	0	-	left:29	-	-	034a1c8eb022
wsrc-Fundamento_de_Esperanto_Universala_vortaro.txt	wsrc-marker	5872	5863	8	0	left:48	unsound:1550	-	-	eac5f4df0c9c
wsrc-Malnova_Testamento_(Zamenhof)_Psalmaro.txt	wsrc-marker	320	311	8	0	-	-	-	-	44c225a678a5
wsrc-Malnova_Testamento_(Zamenhof)_Psalmaro_1.txt	wsrc-marker	23	15	7	0	-	-	-	-	6ffa5ac90419
wsrc-Malnova_Testamento_(Zamenhof)_Psalmaro_10.txt	wsrc-marker	49	41	7	0	-	-	-	-	d97223d75f0e
wsrc-Malnova_Testamento_(Zamenhof)_Psalmaro_100.txt	wsrc-marker	21	13	7	0	-	-	-	-	2b78b5778de4
wsrc-Malnova_Testamento_(Zamenhof)_Psalmaro_101.txt	wsrc-marker	27	19	7	0	-	-	-	-	fec8ff88fa34
wsrc-Originala_Verkaro.txt	wsrc-marker	169	160	8	0	-	left:4	-	-	19b6a3ef7db0
wsrc-Originala_Verkaro_Aldono.txt	wsrc-marker	243	232	10	0	-	left:17	-	-	9908118b26bf
wsrc-Originala_Verkaro_Antaŭparolo.txt	wsrc-marker	146	135	10	0	-	left:18	-	-	97e473f1071b
wsrc-Originala_Verkaro_Enhavo.txt	wsrc-marker	58	51	6	0	-	-	-	-	d6fb9e85c728
wsrc-Originala_Verkaro_I.txt	wsrc-marker	52	41	10	0	-	left:2	-	-	ceb72dd5f1a2
wsrc-Originala_Verkaro_I_1.txt	wsrc-marker	87	76	10	0	-	-	-	-	8c6cb7e75c70
wsrc-Originala_Verkaro_I_10.txt	wsrc-marker	27	16	10	0	-	left:6	-	-	35bcced955a1
wsrc-Originala_Verkaro_I_11.txt	wsrc-marker	22	11	10	0	-	left:1	-	-	56a2cd93a0ea
wsrc-Originala_Verkaro_I_12.txt	wsrc-marker	21	10	10	0	-	-	-	-	df731450972c
